Picture ID,Scene Type,General Description,Object,Category,Count,Function/Role,Material,Spatial Position,Depth - Horizontal - Vertical,Interaction,Notes,Qualitative Description
SK-A-87.jpg,,,curtain,domestic object,1,"decorative, covering",fabric,upper foreground,right - top,passive,,
SK-A-87.jpg,,,stool,furniture,1,"seating, surface",wood,foreground ,right - bottom,passive,,
SK-A-87.jpg,,,lantern,domestic object,1,"light source, decorative","metal, glass",foreground,right - bottom,passive,,
SK-A-110.jpg,Domestic Interior / Bedside Scene,"An elderly man lies in bed while two people lean toward him, appearing to listen or speak closely.",person,human,3,"domestic interaction, working",human,foreground & midground,"center - center, right - center",active,"one eldery man laying in bed, two other adult figures standing around him",
SK-A-110.jpg,,,bed,furniture,1,"sleeping, seating","wood, textile",midground,"right - center, center - bottom",active,,
SK-A-110.jpg,,,blanket,domestic object,1,"covering, decorative",textile,midground,"left - bottom, center - bottom",passive,,
SK-A-110.jpg,,,curtain,domestic object,1,"decorative, covering",textile,background,"right - top, left - top",passive,,
SK-A-110.jpg,,,pillow,domestic object,1,sleeping,textile,midground,right - center,passive,,
SK-A-110.jpg,,,coat,clothing,1,"clothing, clothign",textile,midground,"right - center, right - bottom",passive & active,,
SK-A-110.jpg,,,dish,tool,1,"nourishment, serving",ceramic,background,left - center,passive,,
SK-A-261.jpg,Domestic Interior / Writing Scene,A woman sits at a table writing a letter while another figure stands beside her.,person,human,2,"domestic interaction, working",human,midground,"center - center, left - center",active and passive,,
SK-A-261.jpg,,,table,furniture,1,"surface, writing","wood, textile",midground,"center - center, left - center",active,table with cloth on top,
SK-A-261.jpg,,,letter,document,1,"knowledge, writing, communication",paper,midground,center - center,active,,
SK-A-261.jpg,,,quill,tool,1,"writing, writing tool","flora, metal",midground,center - center,active,,
SK-A-261.jpg,,,ink bottle,container,1,holding,glass,midground ,center - center,passive,,
SK-A-261.jpg,,,lute,instrument,1,"music performance, tool",wood,midground,left - center,passive,placed on the left side on top of table,
SK-A-261.jpg,,,dog,animal,1,domestic companion,organic,foreground,left - bottom,passive,,
SK-A-261.jpg,,,stool,furniture,1,"seating, surface",textile,foreground,left - bottom,passive,,
SK-A-262.jpg,Domestic Interior / Music Scene / Candlelight,A woman sits beside a table illuminated by a candle while examining or tuning a musical instrument.,person,human,4,"domestic interaction, working",human,midground and background,center - center,active and passive,"three people seated in the background in the room nextdoor, one lady in the middle of portrait holding an instrument",
SK-A-262.jpg,,,lute,instrument,1,"music performance, tool",wood,midground,center - center,active,,
SK-A-262.jpg,,,candle,domestic object,1,"light source, decorative",flora,midground,right - bottom,passive,,
SK-A-262.jpg,,,candle holder,domestic object,1,support,metal,midground,rigt - bottom,passive,,
SK-A-262.jpg,,,table,furniture,2,"surface, writing",wood,foreground and background,"right - bottom, left - bottom",passive,"one table where the lady is leaning on, another table in the background in the room nextdoor",
SK-A-262.jpg,,,papers,document,1,"knowledge, reading, music reference, writing",paper,foreground,right - bottom,passive,,
SK-A-262.jpg,,,curtain,domestic object,1,"decorative, covering",fabric,background,"right - top, center - top, right - center",passive,,
SK-A-270.jpg,Domestic Interior / Social Interaction Scene,Four people gather around a table where an older man sits holding a small bag while others gesture and interact with him.,person,human,4,"domestic interaction, working",textile ,midground,"center - center, right - center, left - center",active,"two young mean, one lady and one elderly man",
SK-A-270.jpg,,,table,furniture,1,"surface, writing","textile, wood",foreground,right - bottom,passive,cloth on top of table,
SK-A-270.jpg,,,coins,domestic object,30,"money, trade",metal,foreground,right - bottom,passive,,
SK-A-270.jpg,,,pouch,container,1,holding,textile,foreground,right - bottom,active,,
SK-A-270.jpg,,,glass,container,1,"drinking, holding",glass,midground,right - top,active,male holding glass in his hand,
SK-A-270.jpg,,,knife,container,1,"cutting, storage","textile, wood",foreground,left - bottom,passive,attatched to the male on the left close to his waist,
SK-A-293.jpg,Domestic Interior / Family Scene,A woman sits with two children inside a household interior while a servant-like figure appears in a doorway holding a tray.,person,human,4,"domestic interaction, working",human,midground and background,"center-center, left -center, right - center",active and passive,"two adults, two children (female all)",
SK-A-293.jpg,,,table,furniture,1,"surface, writing","textile, wood",foreground,right - center,passive,cloth on top of table,
SK-A-293.jpg,,,chair,furniture,1,"seating, decorative","textile, wood",midground,center - center,active,lady sitting on it,
SK-A-293.jpg,,,stool,furniture,1,"seating, surface",textile,foreground,right - bottom,passive,,
SK-A-293.jpg,,,cat,animal,1,domestic companion,organic,foreground,left - bottom,passive,behind chair,
SK-A-293.jpg,,,toy windmill,domestic object,1,toy,wood,foreground,left - bottom,passive,on the floor,
SK-A-293.jpg,,,dish,tool,2,"nourishment, serving",metal,midground,right - center,passive,on the table,
SK-A-293.jpg,,,frame,decorative object,1,"decorative, canvas",wood ,midground,right - center,passive,,
SK-A-293.jpg,,,tray,container ,2,"holding, serving, carrying, decorative",metal,background and midground,left- center,passive,"servant holding in the background, another on the table",
SK-A-293.jpg,,,hat,clothing,1,"clothing, cloting",textile,foreground,right - bottom,passive,on stool,
SK-A-293.jpg,,,hair brush,domestic object,1,grooming,wood,midground,center - center,active,woman using it on the child,
SK-A-293.jpg,,,ball,domestic object,1,toy,wood,foreground,right - bottom,passive,"cat playing with one, another on the floor",
SK-A-293.jpg,,,curtain,domestic object,1,"decorative, covering",textile,backgroun,right- center,passive,,
SK-A-293.jpg,,,bed,furniture,1,"sleeping, seating",textile,background,right - center,passive,,
SK-A-293.jpg,,,cloth,tool,1,"covering, cleaning",fabric,midground,right - center,passive,cloth on top of table,
SK-A-296.jpg,Domestic Interior / Kitchen or Food Preparation Scene,A kitchen interior showing several people preparing food. One woman cuts meat at a table while a seated man drinks nearby.,person,human,3,"domestic interaction, working",human,midground and background,"center - center, left - center, right - center",active and passive,one male and female adult sitting whilst a servant looking female in the background,
SK-A-296.jpg,,,table,furniture,1,"surface, writing",wood,midground,"left - center, center - center",active,,
SK-A-296.jpg,,,knife,tool,1,"cutting, storage",metal,midground,left - center,active,woman holding it,
SK-A-296.jpg,,,meat,food,3,"cooking ingredient, nourishment",food,midground,"left - top, left - center",passive,,
SK-A-296.jpg,,,fish,food,2,cooking ingredient,food,foreground,right - bottom,passive,,
SK-A-296.jpg,,,vegetables,food,15,"cooking ingredient, nourishment",food,foreground,"left - bottom, left - center",passive,,
SK-A-296.jpg,,,basket,container,2,"storage, holding",wood,foreground,left - bottom,passive,,
SK-A-296.jpg,,,pot,container ,2,"storage, cooking","metal, ceramic",foreground,"right - bottom, center - center",passive,,
SK-A-296.jpg,,,barrel,container,2,"storage, seating",wood,foreground,right - bottom,passive,,
SK-A-296.jpg,,,dry meat,food,2,cooking ingredient,food,background,left - top,,,
SK-A-296.jpg,,,jug,container,1,"holding, storage","glass, ceramic",foreground,"right - bottom, right - center",passive,,
SK-A-298.jpg,Interior / Workshop or Artist Studio Scene,An interior workshop where several people work with artistic materials.,person,human,3,"domestic interaction, working",human,midground and foreground,"center - center, left - bottom",active,all male,
SK-A-298.jpg,,,easel,tool,1,"support, canvas support, painting",wood,foreground,"center - center, center - bottom",active,,
SK-A-298.jpg,,,canvas,domestic object,1,"creative work, painting surface",textile,foreground,center - center,active,,
SK-A-298.jpg,,,paint brush,tool ,1,painting,wood ,foreground,center - center,active,,
SK-A-298.jpg,,,table,furniture,1,"surface, writing",wood,midground,"center - center, right - bottom, right - center",active,,
SK-A-298.jpg,,,stool,furniture,1,"seating, surface",wood,foreground,left - bottom,active,,
SK-A-298.jpg,,,shelf,furniture,1,storage,wood,background,left - center,passive,,
SK-A-298.jpg,,,bottle,container,1,holding,glass,background,left - center,passive,by the window,
SK-A-298.jpg,,,mug,container,1,"holding, drinking","glass, ceramic",background,left - center,passive,,
SK-A-298.jpg,,,skull,decorative object,1,decorative,animal,background,"left - center, left - top",passive,attatched to on the wall,
SK-A-298.jpg,,,mahlstick,tool,1,"measureing tool, ruler",metal,background,center - center,passive,next to the window,
SK-A-298.jpg,,,leafs,botanical,1,"organic, organic plant",flora,background,left - center,passive,behind window,
SK-A-298.jpg,,,painting palette,tool,1,painting,wood,background,center - center,passive,next to the window,
SK-A-298.jpg,,,cloth,tool,2,"covering, cleaning",textile,background,left - center,passive,"one on the left, one on the ceiling",
SK-A-298.jpg,,,dog,animal,1,domestic companion,organic,foreground,"center - bottom, right - bottom",passive,,
SK-A-298.jpg,,,wooden floor,structural element,1,architectural structure,wood,foreground,"center - bottom, right - bottom, left - bottom",passive,,
SK-A-298.jpg,,,barrel,container,1,"storage, seating",wood,midground,"center - center, center - bottom",passive,,
SK-A-298.jpg,,,book (stacked),document,1,"knowledge, storage, studying",paper,background,center - top,passive,,
SK-A-298.jpg,,,window,opening,1,"light source, architectural structure",glass,background,left - center,passive,,
SK-A-304.jpg,Interior / Textile Workshop Scene,A workshop interior where several people sit and talk while textile production equipment occupies the room.,person,human,4,"domestic interaction, working",human,foreground and background,"left - bottom, center - center",active,"3 sitting and talking near fireplace, one facing cabinet and reaching inside",
SK-A-304.jpg,,,loom,tool,1,"textile weaving, craft activity",wood,midground,right - center,passive,,
SK-A-304.jpg,,,spinning wheel,tool,1,"textile production, craft activity, textile tool",wood,midground,right - center,passive,,
SK-A-304.jpg,,,bench,furniture,2,seating,wood,foreground,"left - bottom, center - center",active,,
SK-A-304.jpg,,,chair,furniture ,1,"seating, decorative",wood,midground,"center - center, left - center",passive,,
SK-A-304.jpg,,,window,opening,1,"light source, architectural structure",glass,background,"right - center, right - top",passive,,
SK-A-304.jpg,,,bucket,container,1,"holding, storage",wood,midground,right - center,passive,,
SK-A-304.jpg,,,cloth,tool,2,"covering, cleaning",textile,background,"center - center, center - top, left - top",passive,,
SK-A-304.jpg,,,dog,animal,1,domestic companion,organic,foreground,center - bottom,passive,,
SK-A-304.jpg,,,fireplace,structural element,1,"fire, cooking",stone,background,left - top,passive,,
SK-A-304.jpg,,,broom,tool,1,"cleaning tool, cleaning",wood,midground,center - bottom,passive,,
SK-A-304.jpg,,,papers,document,1,"knowledge, reading, music reference, writing",paper,midground,right - bottom,passive,on the floor,
SK-A-304.jpg,,,fan,domestic object,1,fanning,"paper, wood",background,right - center,passive,on the wall,
SK-A-304.jpg,,,pipe,domestic object,1,"smoking, leisure",metal,foreground,left - bottom,passive,on the floor,
SK-A-304.jpg,,,mallet,tool,1,workshop tool,wood,foreground,right - bottom,passive,lying on floor,
SK-A-304.jpg,,,cabinet,furniture,1,"storage, display storage",wood,midground,"center - center, center - top",passive,,
SK-A-308.jpg,Domestic Interior / Kitchen scene,A rustic interior kitchen where a woman sits at a table preparing food while a child stands nearby.,person,human,4,"domestic interaction, working",textile ,midground and background,"center - center, left - center",active,"two figures can be found in the background, one woman in the middle preparing food or working, one child observing the woman",
SK-A-308.jpg,,,table,furniture,1,"surface, writing",wood,midground,center - center,passive,,
SK-A-308.jpg,,,fireplace,structural element,1,"fire, cooking",stone,midground,"right - center, right - bottom",passive,,
SK-A-308.jpg,,,jug,container,4,"holding, storage",ceramic,foreground and midground,"right - center, right - bottom",passive,,
SK-A-308.jpg,,,bowl,container,1,"holding, serving",ceramic,foreground,"right - center, right - bottom",passive,,
SK-A-308.jpg,,,basket,container,1,"storage, holding",wood,foreground,"right - center, right - bottom",passive,,
SK-A-308.jpg,,,vegetables,food,2,"cooking ingredient, nourishment",food,foreground,"right - center, right - bottom",passive,,
SK-A-308.jpg,,,cat,animal,1,domestic companion,organic,foreground,left - bottom,passive,,
SK-A-308.jpg,,,meat,food,1,"cooking ingredient, nourishment",food,background,"right - center, right - bottom",passive,in the backroom,
SK-A-308.jpg,,,hat,cloting,1,"clothing, cloting",textile,background,right - center,passive,on the wall,
SK-A-308.jpg,,,doorway,opening,1,"enter/exit, architectural structure, light source",wood,background,"center - center, left - center",passive,,
SK-A-308.jpg,,,spoon,tool,1,"cooking, eating",wood,foreground,"center - bottom, right - bottom",passive,,
SK-A-308.jpg,,,poultry,food,2,cooking ingredient,food,foreground,center - bottom,passive,,
SK-A-308.jpg,,,cooking pot,container,1,cooking,metal,midground,"right - center, right - bottom",passive,,
SK-A-375.jpg,Domestic interior / household scene,An elderly woman sits inside a home cutting bread while two young girls are surrounded beside her,person,human,5,"domestic interaction, working",human,foreground,"center - center, center - bottom",active,3 in foreground but 2 in background right side,
SK-A-375.jpg,,,table,furniture,1,"surface, writing","wood, textile",right foreground,right - bottom,passive,cloth covered on top of table,
SK-A-375.jpg,,,chair,furniture,1,"seating, decorative",wood,Left foreground,left - bottom,passive,,
SK-A-375.jpg,,,bread,food,1,nourishment,food,midground,"right - bottom, right - center",active,,
SK-A-375.jpg,,,knife,tool,1,"cutting, storage","metal, wood",midground,center - center,active,,
SK-A-375.jpg,,,staircase,structural element,1,"climbing, architectural structure, level transition",wood,background,right - center,passive,,
SK-A-375.jpg,,,painting,artwork,1,decorative,textile,background,left - center,passive,on the wall,
SK-A-375.jpg,,,book (closed),document,2,"knowledge, reading",paper,foreground ,center - bottom,passive,"one on the floor, the other on chair?",
SK-A-375.jpg,,,basket,container,1,"storage, holding",metal,midground,right - center,passive,in the girl's hands,
SK-A-375.jpg,,,lantern,domestic object,1,"light source, decorative",wood,midground,left - bottom,passive,hanging from the girl's arm,
SK-A-375.jpg,,,plate,domestic object,1,"serving, decorative",ceramic,midground,right - center,passive,,
SK-A-375.jpg,,,cloth,tool,1,"covering, cleaning",textile,midground,"right - center, right - bottom",passive,,
SK-A-375.jpg,,,coat,clothing,1,"clothing, clothign",textile,background,center - center,passive,,
SK-A-375.jpg,,,doorway,opening,1,"enter/exit, architectural structure, light source",wood,background,right - center,passive,,
SK-A-376.jpg,Domestic interior / kitchen scene,A lively kitchen interior where several figures gather around a table.,person,human,5,"domestic interaction, working",human,foreground,"center - center, center - bottom",active,"woman preparing food, man playing violin, man holding mug, boy holding jug, boy with apron",
SK-A-376.jpg,,,table,furniture,2,"surface, writing",wood,midground and foreground,"center - center, center - bottom",active and passive,,
SK-A-376.jpg,,,chair,furniture,1,"seating, decorative",wood,midground,"center - center, center - bottom",active,,
SK-A-376.jpg,,,violin,instrument,1,music performance,wood,midground,center - center,active,,
SK-A-376.jpg,,,violin bow,instrument,1,music performance,"wood, hair",midground,center - center,active,,
SK-A-376.jpg,,,bowl,container,1,"holding, serving","wood, ceramic",midground,center - center,active,,
SK-A-376.jpg,,,mug,container,1,"holding, drinking","wood, ceramic",background,"center - center, center - bottom",active,held in man's hand,
SK-A-376.jpg,,,jug,container,6,"holding, storage",ceramic,"foreground, background and midground",center - center,passive,,
SK-A-376.jpg,,,cooking pot,container,1,cooking,metal,background,right - bottom,passive,hanging over fire,
SK-A-376.jpg,,,basket,container,1,"storage, holding",wood,foreground,right - bottom,passive,,
SK-A-376.jpg,,,bucket,container,1,"holding, storage",wood,foreground,right - bottom,passive,,
SK-A-376.jpg,,,dog,animal,1,domestic companion,organic,foreground,right - bottom,passive,,
SK-A-376.jpg,,,cat,animal,1,domestic companion,organic,foreground,right - bottom,passive,,
SK-A-376.jpg,,,plate,container,5,"serving, decorative",ceramic,"foreground, background and midground",center - bottom. center - top,passive,,
SK-A-376.jpg,,,eggs,food,3,cooking ingredient,food,foreground,right - bottom,passive,,
SK-A-376.jpg,,,hat,clothing,1,"clothing, cloting",textile,foreground,center - bottom,passive,,
SK-A-376.jpg,,,cabinet,furniture,2,"storage, display storage",wood,background,center - center,passive,,
SK-A-376.jpg,,,shelf,furniture,2,storage,wood,background,"center - center, center - top",passive,,
SK-A-376.jpg,,,cloth,tool,3,"covering, cleaning",textile,background,"right - center, center - top",passive,,
SK-A-376.jpg,,,shovel,tool,1,"dig, fire",metal,backround,"right - bottom, right - center",passive,,
SK-A-376.jpg,,,fireplace andiron,tool,1,"fire, support, decorative",metal,backround,"right - center, right - bottom",passive,,
SK-A-376.jpg,,,pipe,tool,1,"smoking, leisure","textile, metal",background ,"right - center, right - bottom",passive,,
SK-A-376.jpg,,,spatula,tool,1,"cooking, craft activity",metal,background,"right - center, right - bottom",passive,,
SK-A-376.jpg,,,vegetables,food,4,"cooking ingredient, nourishment",food,foreground,center - bottom,passive,,
SK-A-376.jpg,,,fish,food,2,cooking ingredient,food,foreground,center - bottom,passive,,
SK-A-376.jpg,,,napkin,tool,1,cleaning,paper,foreground,center - bottom,passive,,
SK-A-376.jpg,,,spoon,tool,1,"cooking, eating",metal,foreground,right - bottom,passive,,
SK-A-376.jpg,,,knife,tool,1,"cutting, storage","metal, wood",foreground ,center - bottom,passive,,
SK-A-376.jpg,,,bread,food,1,nourishment,food,foreground,center - bottom,passive,,
SK-A-376.jpg,,,pan,tool,2,cooking,metal,background,right - top,passive,hangin on wall,
SK-A-376.jpg,,,fireplace,structural element,1,"fire, cooking","stone, wood",background,"right - center, right - bottom",passive,,
SK-A-376.jpg,,,shelf,furniture,2,storage,wood,background,"center - top, right - top",passive,,
SK-A-388.jpg,Domestic interior / festive gathering scene / musical-social scene,"A crowded interior scene shows a lively social gathering with music, drinking, conversation, and flirtation. Several figures are seated or standing around tables, while a violinist and a bass player provide music.",person,human,17,"domestic interaction, working",human,midground,"center - center, right - center, left - center",active,"Several figures are seated or standing around tables, while a violinist and a bass player provide music.",
SK-A-388.jpg,,,violin,instrument,1,music performance,wood,foreground,left - center,active,,
SK-A-388.jpg,,,violin bow,instrument,1,music performance,wood,foreground,left - center,active,,
SK-A-388.jpg,,,bass viol,instrument,1,music performance,wood,midground,left - center,active,,
SK-A-388.jpg,,,bass bow,instrument,1,music performance,wood,midground,left - center,active,,
SK-A-388.jpg,,,table,furniture,1,"surface, writing","wood, textile",midground,"center - center, right - center",active,covered with tablecloth,
SK-A-388.jpg,,,chair,furniture,1,"seating, decorative","wood, textile",foreground,center - center,active,cusion placed on top,
SK-A-388.jpg,,,cushion,decorative object,2,"seating, decorative",textile,foreground,center - center,passive,placed on bench and chair,
SK-A-388.jpg,,,bench,furniture,1,seating,wood,foreground,"right - center, right - bottom",active,,
SK-A-388.jpg,,,jug,container,3,"holding, storage","ceramic, metal",foreground and background,"left - bottom, center - center",passive,"one on the floor and one held by a man at the back, anoter in the background held by the lady on the stairs",
SK-A-388.jpg,,,cup,container,1,drinking,"ceramic, metal",foreground,left - bottom,passive,on the floor,
SK-A-388.jpg,,,wine glass,container,1,"drinking, holding",glass,midground,center - center,active,man drinking out of the glass,
SK-A-388.jpg,,,bowl,container,4,"holding, serving",ceramic,foreground,right - bottom. center - center,passive,on table and on the floor,
SK-A-388.jpg,,,eggshells,food,3,organic,food,foreground,right - bottom,passive,,
SK-A-388.jpg,,,bones,food,2,organic,food,foreground,right - bottom,passive,,
SK-A-388.jpg,,,spoon,tool,1,"cooking, eating",metal,foreground,right - bottom,passive,,
SK-A-388.jpg,,,staircase,structural element,1,"climbing, architectural structure, level transition",wood,midground upper,"left - center, left - top",active,,
SK-A-388.jpg,,,lantern,domestic object,2,"light source, decorative","metal, glass",background,center - top,passive,hanging from wall,
SK-A-388.jpg,,,framed painting,decorative object,1,decorative,"wood, textile",background,center - top,passive,,
SK-A-388.jpg,,,cloth,textile,1,"covering, cleaning",textile,background,"right - center, right - top",passive,large hanging drape,
SK-A-388.jpg,,,dog,animal,1,domestic companion,organic,foreground,"right - center, right - bottom",passive,,
SK-A-388.jpg,,,hanger,domestic object,1,storage,wood,background,center - center,passive,,
SK-A-388.jpg,,,coat,clothing,1,"clothing, clothign",textile,background ,center - center,passive,hanging on the cloak,
SK-A-388.jpg,,,cake,food,2,nourishment,organic,midground,"center - center, right - center",passive,on table,
SK-A-388.jpg,,,cloth,tool,1,"covering, cleaning",textile,midground ,"center - center, right - center",passive,,
SK-A-488.jpg,Domestic interior / household work scene,A woman sits using a spinning wheel while a small child sits in a wooden high chair beside her.,person,human,2,"domestic interaction, working",human,foreground,"left - center, left - bottom",active,one household worker and one infant,
SK-A-488.jpg,,,dog,animal,1,domestic companion,organic,foreground,left - bottom,passive,,
SK-A-488.jpg,,,chair,furniture,1,"seating, decorative",wood,foreground,"left - bottom, left - center",active,woman sitting on it,
SK-A-488.jpg,,,baby chair,furniture,1,seating,wood,foreground,left - bottom,active,child seated in chair,
SK-A-488.jpg,,,cabinet,furniture,1,"storage, display storage",wood,background,"left - center, left - top, center - center",passive,,
SK-A-488.jpg,,,spinning wheel,tool ,1,"textile production, craft activity, textile tool",wood,foreground,"center - bottom, center - center",active,,
SK-A-488.jpg,,,jug,container,1,"holding, storage",ceramic,foreground,right - bottom,passive,,
SK-A-488.jpg,,,plate,domestic object,3,"serving, decorative",ceramic,foreground,right - bottom,passive,,
SK-A-488.jpg,,,mug,container,2,"holding, drinking",metal,foreground,left - center,passive,,
SK-A-488.jpg,,,spoon,tool,2,"cooking, eating",metal,foreground ,right - bottom,passive,,
SK-A-488.jpg,,,ladle,tool,1,serving,wood,foreground,right - bottom,passive,long handle visible,
SK-A-488.jpg,,,bowl,container,2,"holding, serving",ceramic,foreground,right - bottom,passive,,
